item,name,lat,lon,image
http://www.wikidata.org/entity/Q4146863,Государственный мемориальный музей обороны и блокады Ленинграда,59.944386111111,30.340766666667,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9C%D1%83%D0%B7%D0%B5%D0%B9%20%D0%BE%D0%B1%D0%BE%D1%80%D0%BE%D0%BD%D1%8B%20%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D0%B0.jpg
http://www.wikidata.org/entity/Q559807,Бронетанковый музей в Кубинке,55.56513611,36.715525,http://commons.wikimedia.org/wiki/Special:FilePath/Mortars%20Karlgeret%20Adam.jpg
http://www.wikidata.org/entity/Q21641939,Музей циркового искусства,59.9388,30.341,http://commons.wikimedia.org/wiki/Special:FilePath/Ingenernaya%2C6%2C%20Saint-Petersburg.JPG
http://www.wikidata.org/entity/Q64738174,Егорьевский историко-художественный музей,55.384062,39.034755,http://commons.wikimedia.org/wiki/Special:FilePath/Yegorievsk%20Aug2012%20listed%20objects%2005.jpg
http://www.wikidata.org/entity/Q1277585,Кунсткамера,59.941666666667,30.304444444444,http://commons.wikimedia.org/wiki/Special:FilePath/Kunstkamera%20SPB.jpg
http://www.wikidata.org/entity/Q51995558,Музей-усадьба Архангельское,55.785277777778,37.284166666667,http://commons.wikimedia.org/wiki/Special:FilePath/Vadimrazumov%20copter%20-%20Arkhangelskoe%207.jpg
http://www.wikidata.org/entity/Q16677483,Молодежный центр Государственного Эрмитажа,59.94027778,30.31388889,http://commons.wikimedia.org/wiki/Special:FilePath/General%20Staff%20building%20youth.JPG
http://www.wikidata.org/entity/Q60851324,Музей-квартира И. Д. Сытина,55.76367509,37.60766394,http://commons.wikimedia.org/wiki/Special:FilePath/Moscow%2C%20Tverskaya%20str%2C%2012%20str%202%20%282010s%29%20by%20shakko%2001.jpg
http://www.wikidata.org/entity/Q21641937,Музей отечественной военной истории,55.82667,36.97778,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A2%D0%B0%D0%BD%D0%BA%D0%B8%20%D0%B2%20%D0%9C%D1%83%D0%B7%D0%B5%D0%B5%20%D0%BE%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9%20%D0%B2%D0%BE%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9%20%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%B8.jpg
http://www.wikidata.org/entity/Q1024181,Пушкинский Дом,59.944774,30.301216,http://commons.wikimedia.org/wiki/Special:FilePath/Spb%20Vasilievsky%20Island%20Pushkin%20House%20asv2019-09%20img10.jpg
http://www.wikidata.org/entity/Q4165423,Дом Фитингофа,59.936388888889,30.310833333333,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3.%20%D0%9E%D1%81%D0%BE%D0%B1%D0%BD%D1%8F%D0%BA%20%D0%A4%D0%B8%D1%82%D0%B8%D0%BD%D0%B3%D0%BE%D1%84%D0%B0.%20.%D0%90%D0%B4%D0%BC%D0%B8%D1%80%D0%B0%D0%BB%D1%82%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D1%80.%206..JPG
http://www.wikidata.org/entity/Q215423,Исаакиевский собор,59.934047,30.30595,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Isaac%27s%20Cathedral%20in%20SPB.jpeg
http://www.wikidata.org/entity/Q43402289,Музей-квартира С. М. Кирова,59.962236111111,30.313908333333,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%20-%20St%20Petersburg%20-%20Museum%20Apartment%20S.M.Kirov%20%28%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%CC%81%D0%B9%20%D0%9C%D0%B8%D1%80%D0%BE%CC%81%D0%BD%D0%BE%D0%B2%D0%B8%D1%87%20%D0%9A%D0%B8%CC%81%D1%80%D0%BE%D0%B2%29%204.jpg
http://www.wikidata.org/entity/Q94572958,Музей Кинзи Арсланова,52.659444444444,55.429444444444,
